1,1;1,11|1,1;1,10|1,1;2,10|1,2;1,10|1,3;1,10|1,3;1,10|1,2;1,10|1,2;1,10|1,2;1,10|1,3;1,10|1,3;1,10|1,2;1,10|1,3;1,10|1,3;1,9|1,4;1,9|1,4;1,8|2,4;1,9|2,5;1,9|2,6;2,9|2,7;2,9|2,8;2,9|3,8;2,9|4,8;1,9|4,8;1,10|4,8;2,10|3,8;2,9|4,8;1,9|4,9;1,9|4,8;1,9|4,8;2,9|4,8;2,9|3,8;2,9|4,8;1,9|3,8;1,9|3,8;2,9|4,8;1,9|4,8;1,9|4,8;1,10|4,8;1,10|3,8;1,9|3,8;1,9|3,8;1,9|3,8;2,9|4,8;1,9|4,8;1,10|4,8;1,10|4,8;1,10|4,8;1,10|3,8;1,9|3,9;1,9|3,8;2,9|4,8;1,9|4,8;2,9|4,8;2,9|4,8;2,9|3,8;2,9|4,8;1,9|4,8;1,9|4,8;2,9|4,8;2,9|4,8;2,9|4,8;2,9|3,8;2,9|4,8;1,9|4,8;1,9|3,8;1,8|3,8;1,9|3,8;1,8|3,8;1,9|3,8;1,9|4,8;1,10|3,8;1,10|3,8;1,10|3,9;1,10|3,8;2,10|3,8;2,9|4,8;1,9|4,8;2,9|4,8;2,9|4,8;2,9|4,8;2,9|3,8;2,9|4,8;1,9|3,8;2,9|4,8;1,9|4,8;1,10|4,8;1,10|3,8;1,9|4,8;1,9|4,8;2,9|4,8;2,9|4,8;2,9|4,8;2,9|4,8;2,9|3,8;2,9|4,8;1,9|4,8;1,9|3,8;2,9|4,8;1,9|4,8;2,9|4,8;2,9
1,1;11,1|1,2;11,1|1,2;10,1|2,2;11,1|2,3;11,1|2,4;11,2|2,4;11,2|2,4;11,2|2,4;11,2|2,4;11,2|2,4;11,2|2,4;11,2|2,4;11,2|2,4;11,2|2,4;11,2|2,4;11,2|2,4;11,2|2,4;11,2|2,4;11,2|2,4;11,2|2,4;11,2|2,4;11,2|2,4;11,2|2,4;11,2|2,4;11,2|2,4;11,2|2,4;11,2|2,4;11,2|2,4;11,2|2,4;11,2|2,4;11,2|2,4;11,2|2,4;11,2|2,4;11,2|2,4;11,2|2,4;11,2|2,4;11,2|2,4;11,2|2,4;11,2|2,4;11,2|2,4;11,2|2,4;11,2|2,4;11,2|2,4;11,2|2,4;11,2|2,4;11,2|2,4;11,2|2,4;11,2|2,4;11,2|2,4;11,2|2,4;11,2|2,4;11,2|2,4;11,2|2,4;11,2|2,4;11,2|2,4;11,2|2,4;11,2|2,4;11,2|2,4;11,2|2,4;11,2|2,4;11,2|2,4;11,2|2,4;11,2|2,4;11,2|2,4;11,2|2,4;11,2|2,4;11,2|2,4;11,2|2,4;11,2|2,4;11,2|2,4;11,2|2,4;11,2|2,4;11,2|2,4;11,2|2,4;11,2|2,4;11,2|2,4;11,2|2,4;11,2|2,4;11,2|2,4;11,2|2,4;11,2|2,4;11,2|2,4;11,2|2,4;11,2|2,4;11,2|2,4;11,2|2,4;11,2|2,4;11,2|2,4;11,2|2,4;11,2|2,4;11,2|2,4;11,2|2,4;11,2|2,4;11,2|2,4;11,2|2,4;11,2|2,4;11,2|2,4;11,2|2,4;11,2|2,4;11,2|2,4;11,2
1,1;11,11|1,2;11,10|1,2;10,10|2,2;10,9|3,2;10,8|2,2;10,7|3,2;10,6|3,3;10,5|3,3;10,4|3,3;10,4|3,2;9,4|3,2;9,4|3,2;9,4|3,2;9,4|3,2;9,4|3,2;9,4|3,2;9,4|3,2;9,4|3,2;9,4|3,2;9,4|3,2;9,4|3,2;9,4|3,2;9,4|3,2;9,4|3,2;9,4|3,2;9,4|3,2;9,4|3,2;9,4|3,2;9,4|3,2;9,4|3,2;9,4|3,2;9,4|3,2;9,4|3,2;9,4|3,2;9,4|3,2;9,4|3,2;9,4|3,2;9,4|3,2;9,4|3,2;9,4|3,2;9,4|3,2;9,4|3,2;9,4|3,2;9,4|3,2;9,4|3,2;9,4|3,2;9,4|3,2;9,4|3,2;9,4|3,2;9,4|3,2;9,4|3,2;9,4|3,2;9,4|3,2;9,4|3,2;9,4|3,2;9,4|3,2;9,4|3,2;9,4|3,2;9,4|3,2;9,4|3,2;9,4|3,2;9,4|3,2;9,4|3,2;9,4|3,2;9,4|3,2;9,4|3,2;9,4|3,2;9,4|3,2;9,4|3,2;9,4|3,2;9,4|3,2;9,4|3,2;9,4|3,2;9,4|3,2;9,4|3,2;9,4|3,2;9,4|3,2;9,4|3,2;9,4|3,2;9,4|3,2;9,4|3,2;9,4|3,2;9,4|3,2;9,4|3,2;9,4|3,2;9,4|3,2;9,4|3,2;9,4|3,2;9,4|3,2;9,4|3,2;9,4|3,2;9,4|3,2;9,4|3,2;9,4|3,2;9,4|3,2;9,4|3,2;9,4|3,2;9,4|3,2;9,4|3,2;9,4|3,2;9,4
1,11;1,1|1,11;1,2|1,11;1,2|1,11;1,2|1,11;1,2|1,11;1,2|1,11;1,2|1,11;1,2|1,11;1,2|1,11;1,2|1,11;1,2|1,11;1,2|1,11;1,2|1,11;1,2|1,11;1,2|1,11;1,2|1,11;1,2|1,11;1,2|1,11;1,2|1,11;1,2|1,11;1,2|1,11;1,2|1,11;1,2|1,11;1,2|1,11;1,2|1,11;1,2|1,11;1,2|1,11;1,2|1,11;1,2|1,11;1,2|1,11;1,2|1,11;1,2|1,11;1,2|1,11;1,2|1,11;1,2|1,11;1,2|1,11;1,2|1,11;1,2|1,11;1,2|1,11;1,2|1,11;1,2|1,11;1,2|1,11;1,2|1,11;1,2|1,11;1,2|1,11;1,2|1,11;1,2|1,11;1,2|1,11;1,2|1,11;1,2|1,11;1,2|1,11;1,2|1,11;1,2|1,11;1,2|1,11;1,2|1,11;1,2|1,11;1,2|1,11;1,2|1,11;1,2|1,11;1,2|1,11;1,2|1,11;1,2|1,11;1,2|1,11;1,2|1,11;1,2|1,11;1,2|1,11;1,2|1,11;1,2|1,11;1,2|1,11;1,2|1,11;1,2|1,11;1,2|1,11;1,2|1,11;1,2|1,11;1,2|1,11;1,2|1,11;1,2|1,11;1,2|1,11;1,2|1,11;1,2|1,11;1,2|1,11;1,2|1,11;1,2|1,11;1,2|1,11;1,2|1,11;1,2|1,11;1,2|1,11;1,2|1,11;1,2|1,11;1,2|1,11;1,2|1,11;1,2|1,11;1,2|1,11;1,2|1,11;1,2|1,11;1,2|1,11;1,2|1,11;1,2|1,11;1,2|1,11;1,2|1,11;1,2
1,11;11,1|2,11;11,1|2,11;11,1|2,11;11,1|2,11;11,1|2,11;11,1|2,11;11,1|2,11;11,1|2,11;11,1|2,11;11,1|2,11;11,1|2,11;11,1|2,11;11,1|2,11;11,1|2,11;11,1|2,11;11,1|2,11;11,1|2,11;11,1|2,11;11,1|2,11;11,1|2,11;11,1|2,11;11,1|2,11;11,1|2,11;11,1|2,11;11,1|2,11;11,1|2,11;11,1|2,11;11,1|2,11;11,1|2,11;11,1|2,11;11,1|2,11;11,1|2,11;11,1|2,11;11,1|2,11;11,1|2,11;11,1|2,11;11,1|2,11;11,1|2,11;11,1|2,11;11,1|2,11;11,1|2,11;11,1|2,11;11,1|2,11;11,1|2,11;11,1|2,11;11,1|2,11;11,1|2,11;11,1|2,11;11,1|2,11;11,1|2,11;11,1|2,11;11,1|2,11;11,1|2,11;11,1|2,11;11,1|2,11;11,1|2,11;11,1|2,11;11,1|2,11;11,1|2,11;11,1|2,11;11,1|2,11;11,1|2,11;11,1|2,11;11,1|2,11;11,1|2,11;11,1|2,11;11,1|2,11;11,1|2,11;11,1|2,11;11,1|2,11;11,1|2,11;11,1|2,11;11,1|2,11;11,1|2,11;11,1|2,11;11,1|2,11;11,1|2,11;11,1|2,11;11,1|2,11;11,1|2,11;11,1|2,11;11,1|2,11;11,1|2,11;11,1|2,11;11,1|2,11;11,1|2,11;11,1|2,11;11,1|2,11;11,1|2,11;11,1|2,11;11,1|2,11;11,1|2,11;11,1|2,11;11,1|2,11;11,1|2,11;11,1|2,11;11,1|2,11;11,1|2,11;11,1|2,11;11,1|2,11;11,1
1,11;11,11|1,11;10,11|1,11;10,10|1,11;10,9|1,11;10,8|1,11;10,7|1,10;10,6|1,10;10,5|1,9;10,5|1,9;10,5|1,9;10,4|2,9;9,4|2,10;9,3|2,9;9,3|2,10;9,3|2,9;10,3|2,9;10,3
11,1;1,1|10,1;2,1|10,2;2,1|10,2;2,1|10,2;2,1|10,2;2,1|10,2;2,1|10,2;2,1|10,2;2,1|10,2;2,1|10,2;2,1|10,2;2,1|10,2;2,1|10,2;2,1|10,2;2,1|10,2;2,1|10,2;2,1|10,2;2,1|10,2;2,1|10,2;2,1|10,2;2,1|10,2;2,1|10,2;2,1|10,2;2,1|10,2;2,1|10,2;2,1|10,2;2,1|10,2;2,1|10,2;2,1|10,2;2,1|10,2;2,1|10,2;2,1|10,2;2,1|10,2;2,1|10,2;2,1|10,2;2,1|10,2;2,1|10,2;2,1|10,2;2,1|10,2;2,1|10,2;2,1|10,2;2,1|10,2;2,1|10,2;2,1|10,2;2,1|10,2;2,1|10,2;2,1|10,2;2,1|10,2;2,1|10,2;2,1|10,2;2,1|10,2;2,1|10,2;2,1|10,2;2,1|10,2;2,1|10,2;2,1|10,2;2,1|10,2;2,1|10,2;2,1|10,2;2,1|10,2;2,1|10,2;2,1|10,2;2,1|10,2;2,1|10,2;2,1|10,2;2,1|10,2;2,1|10,2;2,1|10,2;2,1|10,2;2,1|10,2;2,1|10,2;2,1|10,2;2,1|10,2;2,1|10,2;2,1|10,2;2,1|10,2;2,1|10,2;2,1|10,2;2,1|10,2;2,1|10,2;2,1|10,2;2,1|10,2;2,1|10,2;2,1|10,2;2,1|10,2;2,1|10,2;2,1|10,2;2,1|10,2;2,1|10,2;2,1|10,2;2,1|10,2;2,1|10,2;2,1|10,2;2,1|10,2;2,1|10,2;2,1|10,2;2,1|10,2;2,1|10,2;2,1|10,2;2,1|10,2;2,1
11,1;1,11|11,1;2,11|11,1;2,10|11,2;2,10|10,2;2,9|10,3;2,8|10,3;2,7|10,3;2,6|10,3;2,6|10,3;2,5|10,4;2,4|10,5;2,3|10,6;2,3|10,7;2,3|10,8;2,3|11,8;2,3|11,8;2,3|11,8;2,3|11,9;2,3|11,8;2,3|11,8;2,3|11,8;2,3|11,9;2,3|11,9;2,3|11,9;2,3|11,9;2,3|11,9;2,3|11,9;2,3|11,10;2,3|11,9;2,3|11,9;2,3|11,8;2,3|11,9;2,3|11,10;2,3|11,10;2,3|11,9;2,3|11,10;2,3|11,9;2,3|11,8;2,3|11,9;2,3|11,9;2,3|11,10;2,3|11,9;2,3|11,8;2,3|11,9;2,3|11,9;2,3|11,10;2,3|11,9;2,3|11,9;2,3|11,9;2,3|11,8;2,3|11,8;2,3|11,8;2,3|11,8;2,3|11,9;2,3|11,9;2,3|11,9;2,3|11,9;2,3|11,9;2,3|11,9;2,3|11,8;2,3|11,9;2,3|11,9;2,3|11,8;2,3|11,9;2,3|11,9;2,3|11,8;2,3|11,8;2,3|11,9;2,3|11,9;2,3|11,9;2,3|11,10;2,3|11,10;2,3|11,10;2,3|11,10;2,3|11,9;2,3|11,9;2,3|11,9;2,3|11,9;2,3|11,9;2,3|11,10;2,3|11,10;2,3|11,9;2,3|11,8;2,3|11,9;2,3|11,10;2,3|11,10;2,3|11,9;2,3|11,9;2,3|11,9;2,3|11,8;2,3|11,8;2,3|11,9;2,3|11,8;2,3|11,9;2,3|11,8;2,3|11,9;2,3|11,10;2,3|11,9;2,3|11,9;2,3|11,9;2,3
11,1;11,11|10,1;11,10|10,2;10,10|9,2;10,9|8,2;10,9|7,2;10,9|6,2;10,9|5,2;10,9|4,2;10,9|3,2;10,9|2,2;10,9|2,2;10,9|3,2;10,8|2,2;10,7|3,2;10,6|3,3;10,5|3,3;10,5|3,3;10,5|3,3;10,5|3,3;10,5|3,3;10,5|3,3;10,5|3,3;10,4|3,3;10,3|3,2;10,3|4,2;10,3|4,2;10,3|4,2;10,3|4,2;10,3|4,2;10,3|4,2;10,3|4,2;10,3|4,2;10,3|4,2;10,3|4,2;10,3|4,2;10,3|4,2;10,3|4,2;10,3|4,2;10,3|4,2;10,3|4,2;10,3|4,2;10,3|4,2;10,3|4,2;10,3|4,2;10,3|4,2;10,3|4,2;10,3|4,2;10,3|4,2;10,3|4,2;10,3|4,2;10,3|4,2;10,3|4,2;10,3|4,2;10,3|4,2;10,3|4,2;10,3|4,2;10,3|4,2;10,3|4,2;10,3|4,2;10,3|4,2;10,3|4,2;10,3|4,2;10,3|4,2;10,3|4,2;10,3|4,2;10,3|4,2;10,3|4,2;10,3|4,2;10,3|4,2;10,3|4,2;10,3|4,2;10,3|4,2;10,3|4,2;10,3|4,2;10,3|4,2;10,3|4,2;10,3|4,2;10,3|4,2;10,3|4,2;10,3|4,2;10,3|4,2;10,3|4,2;10,3|4,2;10,3|4,2;10,3|4,2;10,3|4,2;10,3|4,2;10,3|4,2;10,3|4,2;10,3|4,2;10,3|4,2;10,3|4,2;10,3|4,2;10,3|4,2;10,3|4,2;10,3|4,2;10,3|4,2;10,3|4,2;10,3|4,2;10,3|4,2;10,3
11,11;1,1|11,11;1,2|11,10;2,2|11,10;2,3|11,10;2,3|11,9;2,3|11,10;2,3|11,10;2,3|11,9;2,3|11,9;2,3|11,8;2,3|11,9;2,3|11,10;2,3|11,9;2,3|11,8;2,3|11,9;2,3|11,9;2,3|11,8;2,3|11,9;2,3|11,9;2,3|11,9;2,3|11,9;2,3|11,10;2,3|11,10;2,3|11,10;2,3|11,10;2,3|11,9;2,3|11,9;2,3|11,9;2,3|11,8;2,3|11,9;2,3|11,8;2,3|11,8;2,3|11,8;2,3|11,9;2,3|11,8;2,3|11,9;2,3|11,10;2,3|11,10;2,3|11,9;2,3|11,10;2,3|11,10;2,3|11,10;2,3|11,10;2,3|11,10;2,3|11,10;2,3|11,10;2,3|11,10;2,3|11,9;2,3|11,9;2,3|11,9;2,3|11,10;2,3|11,10;2,3|11,10;2,3|11,10;2,3|11,10;2,3|11,10;2,3|11,10;2,3|11,9;2,3|11,10;2,3|11,9;2,3|11,10;2,3|11,9;2,3|11,10;2,3|11,10;2,3|11,9;2,3|11,8;2,3|11,8;2,3|11,9;2,3|11,9;2,3|11,9;2,3|11,8;2,3|11,8;2,3|11,8;2,3|11,9;2,3|11,9;2,3|11,9;2,3|11,10;2,3|11,9;2,3|11,9;2,3|11,9;2,3|11,9;2,3|11,10;2,3|11,10;2,3|11,10;2,3|11,9;2,3|11,8;2,3|11,8;2,3|11,8;2,3|11,9;2,3|11,8;2,3|11,8;2,3|11,8;2,3|11,9;2,3|11,9;2,3|11,10;2,3|11,10;2,3|11,10;2,3|11,10;2,3|11,10;2,3|11,9;2,3
